AmarulaRecognizer/datasets/1000ibac-split-test/151dad91799e566efb3bf85edd6aa19d162dbed02ceb555ec0cd22026a97e952-right.png,14873,17792,0.8359375
AmarulaRecognizer/datasets/1000ibac-split-test/0386a6b6b0459d18c3b8c34b5774cc964c92e7e5166ab5690e53084b54aa5fb4-left.png,3410,3465,0.9841269841269841
AmarulaRecognizer/datasets/1000ibac-split-test/08b4994cde0a9f2abbcca528147cdd7ae6ce436901636518b808b14657fdb6f2-left.png,4209,6693,0.6288659793814433
AmarulaRecognizer/datasets/1000ibac-split-test/082f54a5f53e4ea539eed159f5bba68c5b7af6db6851d7256020b3a7135edddf-left.png,1575,3465,0.45454545454545453
AmarulaRecognizer/datasets/1000ibac-split-test/14773e6f2a2ad262b847e20f1f827e7d374692c19a4b2e348eea8b871228d576-left.png,2451,2451,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/0ae2fc92052718bb7c865c755be0b98f444e54ac5fc771438d77e4b2dec0582d-right.png,5928,5928,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/047d12d5768de1b43580f164ac27fb5c713db88e47e6a8f7a7daa3f505315cbc-right.png,8424,13312,0.6328125
AmarulaRecognizer/datasets/1000ibac-split-test/0398e6aaf40472d386bb7aba8e1538f50e87d13bb06008fb26490aa171bee9ef-right.png,3740,3740,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/06d227570fb1893127e1ed9e5271353f3c2e1a3fc529c9967676890eef9a7c4d-right.png,7221,7221,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/0514a4f635bb342113002a2794975ba946be64fc66136935c41685d049d3c7a9-left.png,2580,2580,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/084ef859f36d224a54820f7f0d6ee094474a897d7ecada880aed32a97592d26c-left.png,4012,5546,0.723404255319149
AmarulaRecognizer/datasets/1000ibac-split-test/10588ed1ec14ea3f23bbb0815e953126ca39404a14fe4ec26b061e012d8178c4-right.png,2832,2832,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/03c57d2f590d501c6169cab8cf98bcf87a2042ea3e6f800e4ae58a6b0dff2b7a-right.png,3828,3828,1.0
AmarulaRecognizer/datasets/1000ibac-split-test/09601a7164d298e720bcaa7a2e44117d391ce77af21d9478fa6cc08cb7e3dd88-right.png,25785,25785,1.0
